record_id,borrower_id,borrower_name,segment,constitution,sector,geography,business_vintage_years,loan_type,sanctioned_limit,outstanding_amount,collateral_available,CGTMSE_flag,cluster_id,anchor_buyer_id,obs_month,current_dpd,max_dpd_last_12m,emi_bounce_count_6m,cheque_return_count_6m,si_ecs_bounce_count_6m,repayment_regularity_score,cc_utilization_avg_3m,cc_utilization_avg_6m,cc_utilization_volatility,drawing_power_decline_pct,overdue_days_trend,SMA_status,gst_turnover_12m,gst_turnover_growth_yoy,gst_filing_delay_count_6m,gstr1_vs_3b_mismatch_pct,itc_to_sales_ratio,nil_return_count_12m,sudden_turnover_spike_flag,gst_registration_age_years,gst_status,buyer_concentration_top2_pct,supplier_concentration_top2_pct,eway_bill_mismatch_flag,avg_monthly_bank_credit_6m,avg_monthly_bank_debit_6m,bank_credit_to_gst_sales_ratio,cash_deposit_ratio,avg_monthly_balance,inward_return_count_6m,outward_return_count_6m,upi_pos_collection_ratio,cashflow_volatility_score,debt_service_coverage_proxy,monthly_surplus_ratio,bureau_score,bureau_enquiry_count_3m,existing_loan_count,total_obligation,unsecured_loan_exposure,bureau_dpd_last_12m,credit_vintage_years,epfo_employee_count,epfo_employee_count_change_6m,salary_payment_regularity_score,cam_remarks,fi_remarks,rcu_remarks,collection_remarks,stock_inspection_remarks,stress_12m,growth_need_12m
REC0024899,B103112,MSME Enterprise 03112,Existing,Partnership,Chemicals,Rajkot,8.2,Machinery Loan,5310326.0,1593016.0,No,No,Chemicals-Rajkot,Chemicals-Rajkot-BUYER3,3,0,4,1,1,1,86.9,84.9,48.3,10.44,10.3,1.6,Standard,7625142.0,-0.8,2,13.1,0.916,1,0,7.5,Cancelled,67.8,48.2,0,332695.0,253127.0,0.524,0.444,1549.0,3,0,0.141,50.5,0.82,-0.22,668,3,1,2660312.0,1349857.0,5,6.6,22,-16.6,81.9,repayment track record satisfactory.,business premises verified and active; shop found closed during visit.,identity and address cross-verified.,borrower proactively regularised dues.,inventory levels healthy and moving.,1,0
REC0024900,B103112,MSME Enterprise 03112,Existing,Partnership,Chemicals,Rajkot,8.2,Machinery Loan,5310326.0,1593016.0,No,No,Chemicals-Rajkot,Chemicals-Rajkot-BUYER3,4,0,7,0,2,1,81.5,64.8,75.8,10.86,20.9,2.9,Standard,14062326.0,4.3,1,10.4,0.726,1,0,6.8,Active,59.4,43.8,0,778895.0,676398.0,0.665,0.384,54722.0,0,1,0.144,60.7,0.49,-0.171,664,1,6,2708027.0,594889.0,8,5.3,13,-19.3,73.8,promoter diverting funds to group entity suspected; business running satisfactorily.,unit operations appear scaled down; business premises verified and active.,identity and address cross-verified.,borrower unreachable on registered number.,stock verified and found adequate.,0,0
REC0024901,B103112,MSME Enterprise 03112,Existing,Partnership,Chemicals,Rajkot,8.2,Machinery Loan,5310326.0,1593016.0,No,No,Chemicals-Rajkot,Chemicals-Rajkot-BUYER3,5,0,6,1,3,1,80.8,69.5,78.1,12.44,14.0,-2.2,Standard,12582366.0,8.3,0,15.2,0.637,3,0,6.9,Active,47.6,19.1,0,721589.0,711928.0,0.688,0.31,17688.0,0,0,0.442,47.6,1.3,0.077,663,3,0,3653044.0,1121966.0,7,5.1,25,-17.7,75.5,financials in line with projections.,shop found closed during visit; frequent promise to pay noted.,no adverse RCU observation.,repayment conduct satisfactory.,inventory levels healthy and moving; obsolete stock observed during inspection.,0,0
REC0024902,B103112,MSME Enterprise 03112,Existing,Partnership,Chemicals,Rajkot,8.2,Machinery Loan,5310326.0,1593016.0,No,No,Chemicals-Rajkot,Chemicals-Rajkot-BUYER3,6,0,7,1,2,0,89.4,62.8,28.6,7.82,14.2,1.9,Standard,11110691.0,-12.2,1,1.2,0.787,0,0,7.1,Active,51.8,34.2,0,634957.0,587150.0,0.686,0.472,50921.0,0,0,0.596,45.6,0.75,-0.007,683,4,0,2925784.0,1787484.0,8,5.4,11,-9.6,79.9,cash flow stress visible.,unit operations appear scaled down; field investigation found no adverse observation.,common email id linked to multiple applicants; RCU noted common mobile number with other entities.,cheque returned for insufficient funds.,stock verification could not be completed.,0,0
REC0024903,B103112,MSME Enterprise 03112,Existing,Partnership,Chemicals,Rajkot,8.2,Machinery Loan,5310326.0,1593016.0,No,No,Chemicals-Rajkot,Chemicals-Rajkot-BUYER3,7,0,4,4,1,0,80.0,64.0,53.5,11.66,12.1,-0.7,Standard,8858083.0,-7.5,2,6.0,0.822,1,1,7.7,Active,40.9,28.3,0,568544.0,601505.0,0.77,0.342,12569.0,0,1,0.153,35.0,0.6,0.033,713,5,2,2153656.0,970037.0,5,8.0,2,-16.8,67.3,promoter conduct satisfactory.,stock levels found adequate.,common email id linked to multiple applicants; no linkage with other defaulting entities found.,repayment conduct satisfactory; borrower unreachable on registered number.,stock statement matches book records; obsolete stock observed during inspection.,0,0
REC0024904,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,0,0,2,2,1,0,86.4,62.2,56.5,4.78,4.4,0.8,Standard,6236133.0,-1.2,0,11.4,0.613,1,0,8.2,Suspended,48.1,40.5,1,261128.0,215019.0,0.502,0.247,11915.0,0,1,0.19,41.3,0.28,0.028,716,1,1,2705990.0,473397.0,6,8.5,3,-2.5,88.0,promoter diverting funds to group entity suspected; repayment track record satisfactory.,field investigation found no adverse observation.,documents verified genuine.,borrower unreachable on registered number.,stock verified and found adequate; stock verification could not be completed.,0,0
REC0024905,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,1,3,12,0,2,2,78.0,74.4,73.3,14.84,18.7,7.4,SMA-0,8998496.0,-13.0,0,12.2,0.642,1,0,9.0,Active,46.9,63.2,0,412552.0,371589.0,0.55,0.536,500.0,1,1,0.02,64.6,0.55,-0.163,560,2,2,2054949.0,1079891.0,15,6.3,14,-15.4,63.1,adequate liquidity maintained; buyer base concentrated with top two buyers.,unit operations appear scaled down; shop found closed during visit; field investigation found no adverse observation.,discrepancy noted in KYC documents.,part payment received after repeated follow up; borrower unreachable on registered number; EMI realised on due date.,stock ageing beyond acceptable limits; stock not matching book records.,0,0
REC0024906,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,2,1,16,1,2,1,78.0,82.6,67.0,22.34,26.6,-0.0,SMA-0,9763370.0,-22.6,3,8.8,0.981,1,0,8.6,Active,45.3,50.9,0,536334.0,515196.0,0.659,0.436,29943.0,0,2,0.559,54.8,0.27,-0.08,548,6,4,929630.0,374718.0,18,5.9,4,-16.7,44.6,repayment track record satisfactory; cash flow stress visible.,technical report indicates property access issue.,no adverse RCU observation.,cheque returned for insufficient funds.,stock verified and found adequate.,0,0
REC0024907,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,3,0,5,2,1,0,84.8,60.6,56.9,9.7,7.9,0.4,Standard,9358186.0,20.7,0,4.9,0.811,2,0,8.9,Active,50.9,48.5,0,585705.0,504312.0,0.751,0.19,500.0,1,2,0.101,43.6,0.9,-0.055,675,3,1,548503.0,87104.0,4,6.5,10,3.2,68.6,promoter conduct satisfactory; declining turnover trend observed.,field investigation found no adverse observation.,common email id linked to multiple applicants.,no follow up required this month.,stock statement matches book records.,0,0
REC0024908,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,4,0,2,0,1,2,87.7,95.9,67.1,12.28,6.1,1.9,Standard,10858028.0,-0.2,2,10.1,0.848,4,0,8.0,Active,52.1,49.9,0,480219.0,364036.0,0.531,0.422,28933.0,1,0,0.345,34.3,0.63,0.034,609,5,2,1766530.0,689390.0,1,8.2,1,-14.8,62.9,promoter diverting funds to group entity suspected; declining turnover trend observed.,business premises verified and active.,documents verified genuine.,EMI realised on due date.,stock not matching book records; stock ageing beyond acceptable limits.,0,0
REC0024909,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,5,0,12,2,0,4,58.3,73.0,70.0,14.89,21.9,3.2,Standard,10289042.0,-34.1,0,25.1,0.715,2,0,8.8,Active,72.0,65.0,0,422797.0,402099.0,0.493,0.592,500.0,1,0,0.062,71.4,1.07,-0.048,514,3,0,990215.0,532003.0,13,8.8,10,-43.1,58.4,buyer base concentrated with top two buyers; promoter diverting funds to group entity suspected.,technical report indicates property access issue; frequent promise to pay noted.,no linkage with other defaulting entities found.,borrower unreachable on registered number.,stock not matching book records; stock audit found no discrepancy.,0,0
REC0024910,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,6,0,9,1,1,0,79.0,65.0,71.1,13.4,9.5,3.8,Standard,4375284.0,-28.5,2,19.2,0.812,0,1,8.9,Active,55.5,65.5,0,181108.0,187174.0,0.497,0.325,2569.0,0,1,0.341,60.0,0.68,-0.086,535,5,4,739249.0,432216.0,12,8.5,7,3.3,56.4,adequate liquidity maintained.,unit operational with visible activity; frequent promise to pay noted.,documents verified genuine.,frequent promise to pay; part payment received after repeated follow up.,stock verification could not be completed; stock statement matches book records.,0,0
REC0024911,B103113,MSME Enterprise 03113,NTC,Proprietorship,Services,Mumbai,9.4,Cash Credit,3108589.0,1386953.0,No,No,Services-Mumbai,Services-Mumbai-BUYER3,7,5,29,5,2,4,47.5,99.6,109.8,19.35,20.6,7.9,SMA-0,9652762.0,-39.5,1,21.3,1.073,5,0,8.1,Suspended,68.9,68.3,1,293975.0,208136.0,0.365,0.643,19318.0,2,1,0.129,75.0,0.35,-0.434,476,3,0,910280.0,765364.0,29,9.1,37,-26.7,46.7,buyer base concentrated with top two buyers; financials in line with projections; declining turnover trend observed.,unit operations appear scaled down; shop found closed during visit.,common email id linked to multiple applicants; no linkage with other defaulting entities found.,borrower unreachable on registered number.,stock ageing beyond acceptable limits; stock verification could not be completed; stock audit found no discrepancy.,1,0
REC0024912,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,0,0,4,0,0,0,100.0,18.3,32.2,4.81,5.3,-2.2,Standard,5906170.0,10.2,0,6.7,0.721,1,0,0.8,Active,20.8,33.7,0,438442.0,432023.0,0.891,0.278,30238.0,0,0,0.369,49.6,1.59,0.132,689,0,2,3103166.0,1011369.0,5,1.4,33,7.9,87.1,repayment track record satisfactory.,stock levels found adequate.,identity and address cross-verified.,EMI realised on due date.,stock verified and found adequate.,0,1
REC0024913,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,1,0,1,0,0,0,100.0,17.9,6.2,1.23,15.1,-10.1,Standard,8612291.0,-2.3,0,3.8,0.504,0,0,1.2,Active,50.9,14.3,0,575799.0,553843.0,0.802,0.278,55559.0,0,0,0.213,28.4,1.9,0.142,693,1,3,1277121.0,415884.0,2,1.4,12,-5.7,88.7,business running satisfactorily.,technical report indicates property access issue.,identity and address cross-verified.,no follow up required this month.,stock verified and found adequate.,0,0
REC0024914,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,2,0,3,0,0,0,100.0,24.9,9.0,8.4,4.3,-8.1,Standard,5720780.0,6.9,0,4.7,0.464,0,0,1.3,Active,27.3,40.1,0,398801.0,403396.0,0.837,0.05,14611.0,0,0,0.135,20.6,1.44,0.128,707,1,0,5679310.0,547879.0,4,1.5,6,-8.6,87.6,repayment track record satisfactory.,business premises verified and active.,documents verified genuine.,part payment received after repeated follow up.,stock audit found no discrepancy.,0,1
REC0024915,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,3,0,1,0,0,0,100.0,30.6,4.1,8.02,0.2,-3.4,Standard,7561514.0,16.7,0,1.9,0.329,1,0,1.0,Active,31.4,63.3,0,527886.0,456019.0,0.838,0.133,58508.0,1,0,0.476,34.1,1.24,0.159,706,1,2,3749266.0,559352.0,4,1.4,10,-14.4,100.0,promoter conduct satisfactory.,stock levels found adequate.,no linkage with other defaulting entities found; common email id linked to multiple applicants.,borrower proactively regularised dues.,stock statement matches book records.,0,1
REC0024916,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,4,0,0,0,0,0,100.0,8.6,25.6,5.24,1.2,-7.0,Standard,7601115.0,4.3,0,6.6,0.71,0,0,1.4,Active,48.6,29.0,0,569009.0,436544.0,0.898,0.127,52931.0,0,1,0.62,44.9,1.2,0.099,716,0,2,2128282.0,703915.0,0,1.8,7,1.0,92.2,adequate liquidity maintained.,business premises verified and active.,common email id linked to multiple applicants.,no follow up required this month.,inventory levels healthy and moving; stock verification could not be completed.,0,0
REC0024917,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,5,0,3,0,0,0,100.0,35.6,0.0,4.97,3.9,-7.4,Standard,12154285.0,5.0,0,2.1,0.871,2,0,1.3,Active,28.9,22.9,0,1051455.0,933511.0,1.038,0.259,6388.0,0,0,0.109,10.4,1.17,0.037,748,0,0,2904392.0,0.0,6,1.9,12,0.1,82.7,adequate liquidity maintained.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,EMI realised on due date.,stock statement matches book records.,0,0
REC0024918,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,6,0,2,1,0,0,100.0,0.0,3.0,0.5,12.1,-4.6,Standard,4789094.0,23.0,0,4.8,0.698,0,0,1.6,Active,29.4,20.2,0,367812.0,349279.0,0.922,0.207,11065.0,0,0,0.515,39.4,1.3,0.079,694,0,2,3054757.0,984142.0,2,2.2,6,-8.9,92.7,business running satisfactorily.,unit operational with visible activity.,identity and address cross-verified.,EMI realised on due date.,stock statement matches book records.,0,0
REC0024919,B103114,MSME Enterprise 03114,Service,LLP,Retail,Ahmedabad,2.2,Term Loan,3695121.0,2513737.0,No,No,Retail-Ahmedabad,Retail-Ahmedabad-BUYER3,7,0,0,0,0,0,100.0,0.0,5.3,4.32,9.1,-3.5,Standard,6261373.0,9.8,0,0.0,0.593,0,0,1.1,Active,36.0,19.1,0,352146.0,354045.0,0.675,0.121,32383.0,0,0,0.514,12.2,1.67,0.003,775,2,0,3624648.0,635840.0,1,2.1,22,2.4,92.5,promoter conduct satisfactory.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,no follow up required this month.,stock audit found no discrepancy.,0,0
REC0024920,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,0,0,2,0,0,1,100.0,19.1,60.3,8.72,-1.0,-4.7,Standard,3087499.0,2.6,0,6.2,0.519,0,0,7.4,Active,34.7,12.0,0,231704.0,228718.0,0.901,0.185,5957.0,0,0,0.51,26.3,1.01,0.046,699,0,2,409293.0,96571.0,1,5.4,17,3.2,90.9,financials in line with projections.,unit operational with visible activity.,documents verified genuine.,part payment received after repeated follow up; EMI realised on due date.,stock audit found no discrepancy.,0,0
REC0024921,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,1,0,2,0,0,0,100.0,15.1,14.7,1.15,-0.3,-8.7,Standard,3523389.0,-10.6,1,0.0,0.549,0,0,7.6,Active,21.9,41.3,0,278275.0,269544.0,0.948,0.288,8293.0,0,0,0.586,19.5,0.77,0.364,733,2,1,514701.0,129598.0,3,4.7,15,0.0,76.5,financials in line with projections.,unit operational with visible activity.,no linkage with other defaulting entities found.,EMI realised on due date.,inventory levels healthy and moving.,0,0
REC0024922,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,2,0,2,0,0,0,100.0,33.3,32.7,5.71,-10.0,-3.9,Standard,2150722.0,30.8,1,1.8,0.49,1,0,6.7,Active,32.5,25.4,0,178485.0,141822.0,0.996,0.043,14622.0,0,0,0.716,15.6,0.86,0.065,667,1,1,631122.0,160424.0,5,6.8,14,7.3,97.9,financials in line with projections.,shop found closed during visit.,documents verified genuine.,EMI realised on due date.,stock verification could not be completed; inventory levels healthy and moving.,0,0
REC0024923,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,3,0,1,0,0,0,100.0,20.6,27.8,8.46,-2.8,-3.0,Standard,2180030.0,28.6,1,1.2,0.618,0,0,6.9,Active,35.3,32.4,0,128250.0,105014.0,0.706,0.02,9775.0,1,0,0.685,31.8,0.97,-0.004,734,1,2,451690.0,108683.0,4,4.8,18,0.3,91.7,financials in line with projections.,unit operational with visible activity.,documents verified genuine.,repayment conduct satisfactory.,stock ageing beyond acceptable limits; inventory levels healthy and moving.,0,0
REC0024924,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,4,0,0,0,0,0,100.0,7.2,13.6,3.47,10.0,-3.8,Standard,2002815.0,29.5,0,0.0,0.693,0,0,6.7,Active,42.3,37.1,0,131828.0,126405.0,0.79,0.205,7635.0,1,0,0.354,33.4,1.44,0.175,668,2,0,591694.0,186691.0,0,7.4,16,-12.2,95.2,promoter conduct satisfactory.,field investigation found no adverse observation.,discrepancy noted in KYC documents; identity and address cross-verified.,repayment conduct satisfactory.,stock audit found no discrepancy.,0,0
REC0024925,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,5,0,3,0,0,0,100.0,34.6,33.3,3.75,6.4,-7.0,Standard,2550841.0,13.1,0,2.8,0.623,0,0,7.3,Active,49.0,24.5,0,252757.0,234137.0,1.189,0.036,7550.0,0,1,0.541,12.4,1.02,0.157,702,0,3,365297.0,98090.0,5,6.2,4,-4.7,93.9,promoter conduct satisfactory; cash flow stress visible.,business premises verified and active.,RCU noted common mobile number with other entities; documents verified genuine.,borrower proactively regularised dues.,stock ageing beyond acceptable limits; stock verified and found adequate.,0,0
REC0024926,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,6,0,2,0,0,0,100.0,21.2,10.0,7.3,7.9,-7.7,Standard,2300666.0,-23.7,0,5.9,0.463,0,0,7.1,Active,26.8,17.4,0,153082.0,136133.0,0.798,0.296,2684.0,0,0,0.394,30.8,0.97,-0.033,775,1,1,285291.0,40358.0,3,7.5,2,8.1,98.7,financials in line with projections.,business premises verified and active.,no adverse RCU observation.,EMI realised on due date.,inventory levels healthy and moving.,0,0
REC0024927,B103115,MSME Enterprise 03115,NTC,Proprietorship,Services,Rajkot,7.7,Working Capital,1231469.0,337543.0,Yes,No,Services-Rajkot,Services-Rajkot-BUYER2,7,0,3,0,0,0,100.0,0.0,22.6,2.33,-0.1,-0.1,Standard,3653277.0,7.8,1,0.0,0.756,0,0,6.6,Active,48.0,41.7,0,288628.0,222383.0,0.948,0.294,15759.0,0,0,0.56,31.9,1.25,0.175,745,0,2,218352.0,9358.0,5,7.5,8,17.9,98.2,declining turnover trend observed; repayment track record satisfactory.,shop found closed during visit.,no adverse RCU observation.,repayment conduct satisfactory.,stock verified and found adequate.,0,0
REC0024928,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,0,1,1,0,0,1,100.0,53.8,45.0,8.18,-2.8,-2.4,SMA-0,7016105.0,1.9,0,7.5,0.324,0,0,13.8,Active,18.4,60.4,0,549203.0,509501.0,0.939,0.102,53736.0,1,1,0.749,28.5,1.58,0.1,722,3,0,2501077.0,235753.0,1,13.6,7,0.1,98.3,buyer base concentrated with top two buyers.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,no follow up required this month.,stock audit found no discrepancy.,0,0
REC0024929,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,1,0,1,0,0,1,100.0,59.7,56.4,9.25,-7.6,-1.2,Standard,5931780.0,-7.9,0,4.5,0.414,1,0,13.8,Active,24.8,31.7,0,635175.0,635814.0,1.285,0.02,75082.0,0,1,0.35,31.6,1.51,0.137,744,2,0,1051329.0,171602.0,5,14.0,6,-2.4,96.1,repayment track record satisfactory.,stock levels found adequate.,identity and address cross-verified.,no follow up required this month; cheque returned for insufficient funds.,stock statement matches book records.,0,0
REC0024930,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,2,0,3,0,0,0,100.0,39.1,31.6,3.32,0.6,-2.3,Standard,8089137.0,-0.0,0,2.0,0.559,0,0,14.4,Cancelled,35.4,39.3,0,548961.0,433750.0,0.814,0.202,45640.0,1,1,0.5,33.2,1.08,0.289,745,1,5,1793742.0,155816.0,4,14.6,14,5.5,90.0,promoter conduct satisfactory.,unit operational with visible activity.,no linkage with other defaulting entities found.,no follow up required this month.,stock statement matches book records.,0,0
REC0024931,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,3,0,1,0,0,0,100.0,67.5,56.1,5.24,7.9,-1.4,Standard,8938703.0,8.8,1,1.1,0.478,1,0,14.4,Active,9.6,42.2,0,691781.0,632809.0,0.929,0.259,45401.0,0,0,0.527,41.3,0.82,0.048,674,0,1,1426182.0,397969.0,3,10.1,14,-5.7,94.0,promoter conduct satisfactory.,stock levels found adequate.,documents verified genuine.,EMI realised on due date.,stock statement matches book records.,0,0
REC0024932,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,4,0,0,2,0,1,100.0,41.2,14.7,0.64,4.0,-3.1,Standard,8412891.0,13.9,1,3.7,0.546,0,0,13.9,Active,13.3,32.8,0,571712.0,648348.0,0.815,0.371,500.0,0,0,0.393,28.2,1.39,0.046,690,3,1,2352558.0,566979.0,1,14.3,14,3.0,86.6,financials in line with projections.,stock levels found adequate.,documents verified genuine.,borrower unreachable on registered number; repayment conduct satisfactory.,inventory levels healthy and moving.,0,1
REC0024933,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,5,0,3,0,0,0,100.0,56.4,19.9,5.94,2.1,2.8,Standard,5105692.0,20.5,0,2.0,0.708,1,0,14.6,Active,64.4,11.1,0,329036.0,269020.0,0.773,0.176,6110.0,0,0,0.252,18.6,1.62,-0.024,753,1,1,2038202.0,452837.0,4,14.4,14,3.2,92.8,financials in line with projections.,stock levels found adequate.,no linkage with other defaulting entities found.,no follow up required this month; frequent promise to pay.,stock ageing beyond acceptable limits; stock audit found no discrepancy.,0,0
REC0024934,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,6,0,2,2,1,0,100.0,25.7,33.7,9.12,1.7,-2.7,Standard,8191992.0,15.5,0,7.2,0.531,0,0,13.4,Active,39.1,27.9,0,450361.0,437178.0,0.66,0.128,15446.0,0,1,0.614,25.4,0.62,0.148,674,1,3,1277849.0,262770.0,2,8.9,5,10.4,100.0,business running satisfactorily; cash flow stress visible.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,no follow up required this month.,obsolete stock observed during inspection.,0,0
REC0024935,B103116,MSME Enterprise 03116,Trader,Proprietorship,Food Processing,Rajkot,14.7,Term Loan,3049809.0,1194443.0,No,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER2,7,0,2,0,0,0,100.0,46.9,32.9,4.09,3.4,2.5,Standard,9456845.0,4.3,0,0.0,0.581,1,0,13.8,Active,36.9,29.6,0,754396.0,627549.0,0.957,0.355,51295.0,0,0,0.357,17.6,1.24,0.016,719,0,1,2547851.0,602163.0,2,10.8,8,-1.8,77.0,declining turnover trend observed.,field investigation found no adverse observation.,no adverse RCU observation.,cheque returned for insufficient funds.,stock statement matches book records.,0,0
REC0024936,B103117,MSME Enterprise 03117,NTC,Pvt Ltd,Chemicals,Jaipur,9.7,LAP,2220608.0,352559.0,No,No,Chemicals-Jaipur,Chemicals-Jaipur-BUYER3,0,0,12,0,2,1,86.1,67.7,48.0,9.01,15.5,-1.2,Standard,7587489.0,1.3,0,7.1,0.785,2,0,9.0,Active,71.5,58.1,0,573996.0,515579.0,0.908,0.485,52885.0,2,1,0.316,54.0,1.64,-0.238,676,3,2,642182.0,211626.0,13,6.5,12,-21.9,72.0,financials in line with projections.,unit operational with visible activity.,no linkage with other defaulting entities found.,EMI realised on due date.,stock audit found no discrepancy; obsolete stock observed during inspection.,0,0
REC0024937,B103117,MSME Enterprise 03117,NTC,Pvt Ltd,Chemicals,Jaipur,9.7,LAP,2220608.0,352559.0,No,No,Chemicals-Jaipur,Chemicals-Jaipur-BUYER3,1,0,12,4,0,2,71.4,78.1,81.2,9.66,17.6,10.4,Standard,5581210.0,-23.6,0,14.1,0.688,1,0,9.4,Active,27.4,41.7,0,296896.0,264625.0,0.638,0.215,6479.0,2,0,0.569,50.8,1.11,-0.119,576,4,2,359347.0,216592.0,13,6.9,12,-19.2,76.4,promoter conduct satisfactory.,field investigation found no adverse observation; shop found closed during visit.,no linkage with other defaulting entities found; address verification inconclusive.,borrower unreachable on registered number; part payment received after repeated follow up.,stock verified and found adequate; stock verification could not be completed.,0,0
